Customer_ID,Order_ID,Gender,Customer_DOB,Ordered_Date,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached_on_Time_Y_N
C000964,ABDA001210,F,30-11-1967,27-04-2018,B,Flight,4,5,158,5,medium,55,1936,1
C001351,ABDA001211,M,04-05-1977,27-04-2018,D,Road,4,1,202,3,high,59,2563,1
C002852,ABDA001212,M,25-07-1980,27-04-2018,F,Road,4,1,207,2,low,2,3242,1
C003896,ABDA001213,M,03-10-1966,27-04-2018,F,Ship,5,5,263,2,medium,8,4350,0
C004405,ABDA001214,M,25-03-1977,27-04-2018,D,Ship,3,4,246,3,low,1,4020,1
C007726,ABDA001215,F,27-04-1969,27-04-2018,B,Ship,6,2,260,5,low,9,1667,1
C008051,ABDA001216,M,28-08-1977,27-04-2018,C,Ship,6,1,295,4,low,10,1600,0
C008317,ABDA001217,M,22-02-1989,27-04-2018,D,Ship,6,5,263,4,low,10,1669,0
C008483,ABDA001218,F,08-01-1994,27-04-2018,C,Road,6,4,150,5,medium,8,4709,0
C009396,ABDA001219,M,08-12-1966,27-04-2018,F,Ship,6,3,255,4,low,6,1654,1
C010603,ABDA001220,M,05-10-1983,27-04-2018,D,Ship,5,2,176,4,low,1,5810,0
C000585,ABDA001221,F,21-11-1993,28-04-2018,A,Ship,3,3,163,2,medium,48,1369,1
C002012,ABDA001222,F,30-12-1975,28-04-2018,F,Ship,4,2,276,6,high,36,2843,1
C002185,ABDA001223,F,23-03-1970,28-04-2018,D,Road,3,2,204,2,medium,35,2090,1
C005413,ABDA001224,F,08-07-1990,28-04-2018,D,Ship,3,2,177,4,low,3,5527,0
C005501,ABDA001225,M,18-10-1968,28-04-2018,C,Ship,6,4,304,4,low,7,1226,1
C005562,ABDA001226,M,25-09-1993,28-04-2018,F,Ship,5,5,128,3,low,9,5143,1
C005987,ABDA001227,M,06-07-1977,28-04-2018,C,Ship,5,2,265,3,low,8,5447,1
C006995,ABDA001228,M,17-04-1972,28-04-2018,C,Flight,4,3,254,2,low,3,5546,0
C007496,ABDA001229,F,01-10-1994,28-04-2018,F,Ship,4,1,239,5,low,8,1048,0
C008431,ABDA001230,F,24-07-1971,28-04-2018,D,Ship,3,1,246,2,low,9,4947,0
C008595,ABDA001231,F,02-07-1993,28-04-2018,A,Ship,2,4,245,2,medium,10,5389,0
C010845,ABDA001232,F,04-04-1992,28-04-2018,A,Ship,5,2,150,3,medium,7,5980,0
C000534,ABDA001233,F,27-01-1981,29-04-2018,F,Road,3,1,141,3,medium,39,1838,1
C003021,ABDA001234,F,09-10-1973,29-04-2018,A,Flight,3,3,253,4,medium,57,2489,1
C003376,ABDA001235,F,24-07-1992,29-04-2018,B,Ship,4,2,268,3,low,3,5488,1
C003554,ABDA001236,F,14-05-1983,29-04-2018,F,Road,3,5,271,2,low,3,4878,0
C003940,ABDA001237,M,13-05-1986,29-04-2018,B,Ship,4,5,139,3,medium,5,5126,0
C005122,ABDA001238,M,27-01-1992,29-04-2018,B,Ship,3,1,206,3,medium,5,5676,1
C007659,ABDA001239,M,17-09-1978,29-04-2018,A,Road,5,3,216,10,medium,4,4409,1
C009787,ABDA001240,M,05-07-1983,29-04-2018,D,Ship,4,4,180,3,low,3,5031,0
C010643,ABDA001241,M,24-06-1965,29-04-2018,C,Ship,5,3,184,5,low,3,5219,1
C010697,ABDA001242,M,06-04-1979,29-04-2018,C,Flight,3,1,143,4,low,6,5474,0
C000466,ABDA001243,F,16-01-1984,30-04-2018,B,Ship,3,2,294,4,low,15,1318,1
C001228,ABDA001244,F,14-09-1978,30-04-2018,B,Road,3,4,200,3,medium,49,2942,1
C001297,ABDA001245,M,10-11-1989,30-04-2018,D,Ship,3,5,191,3,medium,54,3890,1
C003287,ABDA001246,F,23-08-1968,30-04-2018,C,Flight,4,5,221,3,low,6,5895,0
C009593,ABDA001247,M,26-12-1969,30-04-2018,C,Flight,4,3,249,4,medium,10,5614,0
C009883,ABDA001248,F,12-11-1968,30-04-2018,D,Ship,6,5,268,4,medium,1,1248,1
C002928,ABDA001249,M,16-03-1985,01-05-2018,F,Ship,2,3,164,2,medium,64,1689,1
C003049,ABDA001250,F,12-11-1988,01-05-2018,D,Ship,4,3,141,4,medium,38,1599,1
C003869,ABDA001251,F,04-12-1984,01-05-2018,C,Ship,4,3,235,3,high,10,4172,0
C007266,ABDA001252,F,01-11-1981,01-05-2018,F,Flight,4,4,264,3,medium,9,5555,1
C008704,ABDA001253,F,27-02-1974,01-05-2018,B,Ship,4,4,149,2,medium,2,5881,0
C009212,ABDA001254,F,05-06-1974,01-05-2018,F,Ship,3,2,151,2,low,3,4759,0
C000765,ABDA001255,F,18-10-1977,02-05-2018,A,Ship,3,4,157,3,low,32,1370,1
C003156,ABDA001256,M,01-06-1965,02-05-2018,F,Flight,3,4,149,3,low,1,5040,1
C004984,ABDA001257,M,22-08-1975,02-05-2018,B,Ship,4,3,263,3,low,4,4150,1
C005005,ABDA001258,M,26-05-1973,02-05-2018,D,Ship,4,3,161,6,low,6,5560,1
C006229,ABDA001259,M,08-05-1985,02-05-2018,D,Ship,6,2,269,4,low,6,1073,0
C007062,ABDA001260,M,14-12-1981,02-05-2018,F,Ship,3,4,257,4,low,10,4415,0
C009456,ABDA001261,F,25-08-1980,02-05-2018,F,Flight,4,2,270,5,low,5,1747,1
C010260,ABDA001262,M,19-06-1983,02-05-2018,F,Road,3,4,160,4,low,1,5341,0
C002189,ABDA001263,F,17-03-1976,03-05-2018,C,Flight,3,3,183,3,high,6,3364,1
C003126,ABDA001264,F,27-10-1970,03-05-2018,F,Road,4,4,197,3,medium,41,3280,1
C005798,ABDA001265,M,07-11-1994,03-05-2018,F,Ship,3,1,183,3,medium,7,5849,1
C007048,ABDA001266,M,28-09-1970,03-05-2018,B,Ship,3,1,231,3,medium,9,5148,1
C007370,ABDA001267,F,08-11-1967,03-05-2018,F,Ship,5,4,211,2,medium,7,4734,0
C008327,ABDA001268,M,07-10-1980,03-05-2018,C,Ship,4,4,232,5,medium,2,1386,0
C009590,ABDA001269,F,14-07-1977,03-05-2018,F,Flight,3,4,166,4,low,1,5533,1
C010664,ABDA001270,M,21-11-1991,03-05-2018,F,Road,5,4,262,6,low,3,1700,0
C002121,ABDA001271,M,29-12-1983,04-05-2018,A,Ship,5,4,177,2,low,14,1735,1
C004377,ABDA001272,M,04-07-1992,04-05-2018,A,Road,3,2,244,3,medium,10,4636,1
C004647,ABDA001273,F,02-10-1989,04-05-2018,A,Road,3,1,204,3,high,9,5093,0
C004808,ABDA001274,M,12-01-1987,04-05-2018,F,Flight,6,3,254,4,low,6,1335,0
C004873,ABDA001275,F,06-02-1981,04-05-2018,D,Ship,6,4,138,3,medium,4,4225,0
C005697,ABDA001276,M,13-06-1972,04-05-2018,A,Ship,3,1,183,2,low,5,5329,1
C005788,ABDA001277,F,30-11-1965,04-05-2018,B,Ship,7,5,265,4,low,9,1393,0
C005911,ABDA001278,F,22-10-1973,04-05-2018,D,Ship,4,3,257,3,low,2,5198,1
C006203,ABDA001279,M,02-10-1979,04-05-2018,C,Ship,4,2,252,3,medium,8,4262,1
C007216,ABDA001280,M,18-11-1990,04-05-2018,B,Ship,6,2,254,5,low,7,1638,1
C007940,ABDA001281,M,28-01-1990,04-05-2018,F,Road,4,1,154,10,high,10,5674,1
C008610,ABDA001282,M,25-02-1983,04-05-2018,F,Road,5,2,221,6,medium,4,1952,1
C008650,ABDA001283,M,04-01-1968,04-05-2018,B,Ship,7,5,273,4,medium,9,1329,1
C008684,ABDA001284,M,03-09-1978,04-05-2018,F,Ship,6,3,267,4,medium,2,5917,1
C009422,ABDA001285,M,28-02-1989,04-05-2018,F,Ship,5,2,172,2,low,9,1097,0
C000040,ABDA001286,F,22-03-1968,05-05-2018,B,Ship,4,2,269,5,low,45,2383,1
C000041,ABDA001287,M,11-08-1981,05-05-2018,C,Ship,5,1,227,2,low,15,3798,1
C000426,ABDA001288,F,18-06-1980,05-05-2018,F,Flight,4,3,158,3,medium,57,1911,1
C002190,ABDA001289,F,28-05-1982,05-05-2018,F,Flight,5,1,184,3,low,19,2625,1
C003165,ABDA001290,M,10-08-1966,05-05-2018,A,Flight,4,4,225,5,low,5,5060,1
C004004,ABDA001291,F,16-11-1969,05-05-2018,F,Ship,2,2,158,3,medium,2,4153,0
C004230,ABDA001292,F,06-03-1981,05-05-2018,F,Road,5,4,172,4,medium,10,4659,1
C004527,ABDA001293,M,16-07-1976,05-05-2018,A,Flight,4,1,148,8,medium,5,4851,1
C005086,ABDA001294,F,02-10-1984,05-05-2018,B,Flight,4,3,138,3,low,2,5593,0
C005255,ABDA001295,M,15-06-1988,05-05-2018,C,Ship,6,3,274,4,low,10,1174,0
C007179,ABDA001296,F,14-09-1986,05-05-2018,A,Ship,5,2,242,5,medium,1,1004,1
C010696,ABDA001297,F,06-12-1980,05-05-2018,B,Flight,3,5,222,3,low,10,5185,1
C000018,ABDA001298,M,31-10-1969,06-05-2018,F,Ship,5,5,227,3,medium,36,3952,1
C004987,ABDA001299,M,09-04-1977,06-05-2018,D,Ship,7,1,278,4,low,10,1508,1
C005056,ABDA001300,F,20-10-1969,06-05-2018,B,Road,5,3,267,3,medium,8,5786,1
C006198,ABDA001301,F,03-05-1994,06-05-2018,F,Ship,4,2,268,4,low,3,5275,0
C007360,ABDA001302,F,26-06-1994,06-05-2018,B,Ship,3,5,241,4,low,3,5051,0
C007734,ABDA001303,F,26-10-1967,06-05-2018,F,Ship,6,3,301,4,low,2,1083,0
C007773,ABDA001304,M,06-06-1990,06-05-2018,A,Ship,4,3,197,4,medium,9,4429,0
C008951,ABDA001305,M,27-01-1977,06-05-2018,C,Ship,5,4,208,2,low,9,4569,0
C001258,ABDA001306,F,25-05-1978,07-05-2018,B,Ship,3,5,219,3,low,54,3145,1
C002854,ABDA001307,F,02-03-1983,07-05-2018,B,Road,4,4,158,3,low,61,1507,1
C003614,ABDA001308,F,17-01-1970,07-05-2018,F,Ship,4,5,274,2,low,2,4492,1
C004416,ABDA001309,M,04-04-1971,07-05-2018,F,Ship,5,3,181,3,high,7,5675,1
C007754,ABDA001310,F,20-03-1981,07-05-2018,F,Ship,6,1,284,4,low,7,1153,0
C009536,ABDA001311,F,01-11-1983,07-05-2018,F,Ship,2,2,156,3,low,5,4151,1
C009561,ABDA001312,M,29-05-1982,07-05-2018,A,Ship,3,2,236,2,medium,2,4239,1
C001050,ABDA001313,F,17-12-1968,08-05-2018,F,Ship,6,5,237,5,high,63,2573,1
C004326,ABDA001314,M,19-09-1991,08-05-2018,F,Ship,2,3,157,4,low,3,1203,1
C004404,ABDA001315,F,28-05-1972,08-05-2018,F,Ship,5,3,187,3,low,3,4343,0
C005132,ABDA001316,M,06-09-1976,08-05-2018,F,Ship,5,1,265,3,high,5,4951,1
C006487,ABDA001317,M,12-06-1992,08-05-2018,D,Ship,4,2,206,7,high,3,4991,0
C006933,ABDA001318,M,06-03-1979,08-05-2018,A,Ship,3,1,231,3,low,1,5392,1
C009820,ABDA001319,F,29-07-1978,08-05-2018,B,Ship,3,5,109,4,medium,4,4308,0
C010222,ABDA001320,F,05-01-1973,08-05-2018,B,Ship,4,5,237,5,low,9,1978,1
C010281,ABDA001321,M,20-09-1986,08-05-2018,A,Flight,5,3,167,3,low,9,5026,0
C010686,ABDA001322,M,28-07-1986,08-05-2018,F,Flight,3,5,133,4,low,10,4151,0
C010801,ABDA001323,F,03-12-1965,08-05-2018,D,Road,5,5,253,6,low,1,1300,0
C002222,ABDA001324,M,21-09-1969,09-05-2018,F,Ship,3,1,164,2,low,2,1304,1
C002898,ABDA001325,F,05-01-1977,09-05-2018,F,Ship,4,1,160,2,high,65,1861,1
C003209,ABDA001326,M,03-02-1979,09-05-2018,C,Ship,5,1,149,2,low,9,5435,0
C003848,ABDA001327,M,03-02-1971,09-05-2018,F,Flight,4,3,206,4,low,1,4596,1
C003907,ABDA001328,F,27-11-1990,09-05-2018,D,Ship,4,4,272,5,low,3,5243,0
C004012,ABDA001329,M,13-05-1981,09-05-2018,B,Ship,2,4,238,3,medium,4,5782,1
C004022,ABDA001330,M,09-09-1965,09-05-2018,F,Ship,3,5,194,3,low,8,5726,1
C004256,ABDA001331,F,18-08-1970,09-05-2018,F,Flight,4,3,235,3,medium,6,4832,1
C004439,ABDA001332,M,02-09-1993,09-05-2018,C,Ship,4,1,257,4,low,5,5875,1
C004955,ABDA001333,M,06-06-1972,09-05-2018,C,Ship,4,4,211,3,medium,5,4812,0
C005603,ABDA001334,F,15-01-1965,09-05-2018,C,Road,4,2,233,3,low,3,5740,1
C007908,ABDA001335,F,04-06-1994,09-05-2018,F,Ship,3,2,251,4,high,7,4038,0
C008882,ABDA001336,F,23-06-1991,09-05-2018,F,Road,6,1,256,4,low,7,1372,1
C009526,ABDA001337,M,03-01-1967,09-05-2018,B,Ship,3,5,251,3,low,1,5073,0
C010605,ABDA001338,F,20-06-1983,09-05-2018,A,Ship,4,2,238,3,low,3,5265,1
C010901,ABDA001339,M,10-12-1994,09-05-2018,C,Ship,5,5,196,4,medium,8,4604,1
C002599,ABDA001340,F,13-09-1972,10-05-2018,D,Flight,5,1,189,3,medium,14,3318,1
C002996,ABDA001341,F,11-07-1991,10-05-2018,F,Road,6,5,130,6,low,60,1971,1
C003146,ABDA001342,F,25-01-1966,10-05-2018,F,Road,3,5,136,2,high,1,4971,0
C005337,ABDA001343,F,12-12-1983,10-05-2018,A,Road,6,3,233,3,medium,9,4293,1
C010754,ABDA001344,M,29-05-1965,10-05-2018,F,Ship,4,5,245,5,low,8,1841,0
C000363,ABDA001345,M,16-11-1983,11-05-2018,A,Ship,3,5,203,2,medium,61,3642,1
C000663,ABDA001346,F,15-12-1971,11-05-2018,A,Road,4,4,218,5,medium,36,2995,1
C000704,ABDA001347,F,21-02-1985,11-05-2018,F,Ship,4,2,259,3,low,47,3764,1
C000991,ABDA001348,M,28-08-1980,11-05-2018,D,Ship,3,2,234,3,medium,33,2789,1
C002353,ABDA001349,F,27-03-1969,11-05-2018,D,Ship,5,5,234,6,medium,60,2443,1
C003873,ABDA001350,M,23-11-1982,11-05-2018,A,Ship,4,2,201,3,medium,7,5967,1
C004111,ABDA001351,M,14-08-1971,11-05-2018,D,Flight,3,2,240,3,medium,2,4804,0
C006131,ABDA001352,M,13-08-1983,11-05-2018,C,Ship,4,1,263,3,high,5,4782,0
C006971,ABDA001353,M,30-11-1971,11-05-2018,C,Road,4,3,206,2,low,9,5076,1
C008087,ABDA001354,M,29-03-1987,11-05-2018,C,Flight,4,4,174,3,low,8,4348,0
C008269,ABDA001355,F,09-09-1987,11-05-2018,D,Ship,7,3,296,4,medium,7,1427,0
C009515,ABDA001356,F,19-02-1987,11-05-2018,C,Ship,3,4,255,3,medium,10,5291,1
C010971,ABDA001357,M,09-12-1965,11-05-2018,A,Flight,4,4,216,6,low,5,1272,0
C001218,ABDA001358,F,03-09-1994,12-05-2018,F,Road,4,3,135,2,medium,37,1597,1
C001410,ABDA001359,M,10-03-1982,12-05-2018,F,Ship,4,5,258,2,high,5,3512,1
C001814,ABDA001360,M,30-03-1982,12-05-2018,F,Ship,3,4,187,2,medium,54,3290,1
C004749,ABDA001361,F,17-06-1972,12-05-2018,A,Ship,5,3,199,10,medium,1,5865,0
C004959,ABDA001362,F,03-01-1975,12-05-2018,A,Ship,5,4,250,6,low,1,4343,0
C005830,ABDA001363,F,18-08-1975,12-05-2018,B,Ship,4,5,207,2,low,3,5270,1
C006899,ABDA001364,F,26-08-1985,12-05-2018,C,Ship,2,2,212,4,medium,3,1284,1
C007037,ABDA001365,F,12-03-1981,12-05-2018,C,Ship,4,2,223,3,medium,7,5977,0
C008977,ABDA001366,M,13-04-1984,12-05-2018,D,Ship,3,2,233,3,medium,7,5838,0
C000015,ABDA001367,M,16-06-1972,13-05-2018,A,Flight,4,3,152,3,low,43,1009,1
C001302,ABDA001368,M,24-06-1967,13-05-2018,F,Ship,4,4,247,3,low,55,2361,1
C002016,ABDA001369,F,24-08-1974,13-05-2018,F,Ship,5,5,166,3,medium,20,1267,1
C002811,ABDA001370,F,29-04-1967,13-05-2018,A,Ship,4,2,225,2,low,6,2010,1
C002904,ABDA001371,F,14-11-1991,13-05-2018,F,Ship,6,4,192,3,high,19,2944,1
C003261,ABDA001372,F,31-07-1991,13-05-2018,A,Ship,4,5,273,3,low,1,5043,1
C003437,ABDA001373,M,26-02-1974,13-05-2018,C,Flight,2,3,160,2,high,3,4409,0
C005431,ABDA001374,F,04-09-1973,13-05-2018,D,Ship,5,3,195,4,low,9,5577,0
C005454,ABDA001375,M,03-11-1979,13-05-2018,F,Road,4,1,196,5,low,7,5380,0
C006118,ABDA001376,F,25-09-1967,13-05-2018,B,Ship,6,4,271,3,low,7,5192,1
C007290,ABDA001377,F,12-11-1987,13-05-2018,F,Ship,5,3,202,2,low,6,5716,0
C007740,ABDA001378,F,28-11-1987,13-05-2018,F,Ship,4,4,267,5,medium,9,1716,1
C009814,ABDA001379,M,05-10-1986,13-05-2018,B,Ship,5,1,229,4,medium,1,4584,1
C010823,ABDA001380,M,06-10-1988,13-05-2018,C,Flight,3,3,197,3,medium,8,4568,0
C001253,ABDA001381,F,22-06-1979,14-05-2018,C,Ship,5,5,226,3,medium,65,3840,1
C002601,ABDA001382,F,12-06-1991,14-05-2018,A,Flight,5,4,190,2,medium,23,3960,1
C002888,ABDA001383,F,29-06-1975,14-05-2018,F,Flight,3,1,164,2,low,39,1532,1
C003457,ABDA001384,M,04-07-1968,14-05-2018,D,Ship,6,4,243,6,low,8,5218,0
C005356,ABDA001385,M,15-04-1971,14-05-2018,B,Flight,4,1,231,3,medium,2,4940,0
C005654,ABDA001386,F,19-01-1991,14-05-2018,F,Ship,5,3,189,3,medium,7,5830,1
C006306,ABDA001387,F,31-12-1983,14-05-2018,F,Flight,5,1,272,6,medium,2,1681,1
C007759,ABDA001388,F,12-12-1988,14-05-2018,D,Ship,5,4,217,5,low,5,1360,1
C000133,ABDA001389,M,04-05-1973,15-05-2018,D,Flight,5,2,247,3,low,17,3889,1
C001842,ABDA001390,F,17-11-1976,15-05-2018,F,Ship,3,4,136,2,medium,54,1056,1
C001983,ABDA001391,M,05-02-1990,15-05-2018,A,Ship,4,5,134,4,low,36,1191,1
C002796,ABDA001392,M,29-05-1975,15-05-2018,F,Ship,3,2,102,4,medium,57,1220,1
C004138,ABDA001393,M,08-08-1972,15-05-2018,B,Ship,2,3,243,5,medium,5,4750,1
C004761,ABDA001394,M,26-12-1971,15-05-2018,A,Ship,6,5,290,4,medium,2,1867,1
C005559,ABDA001395,F,20-01-1965,15-05-2018,A,Ship,4,3,148,4,low,1,4243,0
C005785,ABDA001396,F,04-08-1977,15-05-2018,D,Ship,7,2,284,4,low,6,1550,1
C005843,ABDA001397,F,28-09-1977,15-05-2018,C,Ship,4,2,194,3,low,10,5171,1
C005996,ABDA001398,M,20-12-1991,15-05-2018,F,Ship,6,1,250,4,low,4,1018,0
C006060,ABDA001399,M,02-04-1970,15-05-2018,F,Ship,3,4,168,3,low,5,5964,0
C006361,ABDA001400,M,12-05-1977,15-05-2018,D,Ship,4,1,168,2,low,3,4665,1
C007192,ABDA001401,M,02-04-1966,15-05-2018,B,Ship,6,3,284,4,medium,4,1652,1
C007836,ABDA001402,F,01-03-1977,15-05-2018,F,Ship,3,5,139,2,low,6,5181,0
C009354,ABDA001403,F,28-11-1987,15-05-2018,F,Ship,6,3,285,4,medium,1,1606,0
C000650,ABDA001404,F,23-12-1989,16-05-2018,F,Ship,5,4,162,2,low,54,1635,1
C001382,ABDA001405,F,23-03-1975,16-05-2018,F,Flight,3,2,243,2,low,38,3850,1
C001604,ABDA001406,M,04-03-1973,16-05-2018,F,Ship,4,5,278,6,low,4,3909,1
C002603,ABDA001407,F,12-08-1976,16-05-2018,C,Flight,4,4,220,2,medium,33,2897,1
C002649,ABDA001408,M,19-10-1992,16-05-2018,A,Ship,3,1,135,4,medium,47,1840,1
C002899,ABDA001409,M,26-12-1974,16-05-2018,D,Ship,4,2,180,3,low,22,1261,1
C003617,ABDA001410,F,02-09-1990,16-05-2018,C,Ship,3,3,142,3,low,7,4439,0
C003794,ABDA001411,F,25-12-1981,16-05-2018,F,Ship,2,2,230,3,low,7,4889,0
C006071,ABDA001412,F,07-04-1972,16-05-2018,C,Ship,5,5,175,6,low,2,4883,1
C006504,ABDA001413,M,24-09-1994,16-05-2018,F,Ship,5,2,244,5,low,10,1699,0
C006723,ABDA001414,F,26-11-1981,16-05-2018,A,Flight,4,4,193,3,medium,3,4596,0
C008287,ABDA001415,M,15-07-1976,16-05-2018,D,Ship,5,5,264,6,high,8,4644,1
C009289,ABDA001416,F,11-03-1980,16-05-2018,D,Ship,4,2,168,6,medium,9,4030,0
C009389,ABDA001417,M,19-04-1982,16-05-2018,C,Ship,6,3,141,3,low,7,5222,1
C009528,ABDA001418,M,10-04-1978,16-05-2018,F,Ship,4,1,164,4,medium,3,5318,1
C009798,ABDA001419,F,23-03-1981,16-05-2018,F,Ship,4,4,223,3,high,5,5654,0
C010029,ABDA001420,M,08-01-1978,16-05-2018,A,Ship,3,5,271,3,low,2,5229,1
C010201,ABDA001421,F,02-02-1973,16-05-2018,D,Ship,6,1,268,4,low,1,1654,1
C001784,ABDA001422,M,17-11-1990,17-05-2018,F,Flight,5,4,206,3,low,53,2182,1
C002047,ABDA001423,M,06-08-1989,17-05-2018,D,Road,5,2,262,6,medium,10,3164,1
C004067,ABDA001424,M,05-10-1988,17-05-2018,C,Ship,3,5,150,2,medium,10,5944,0
C005032,ABDA001425,M,10-01-1984,17-05-2018,B,Ship,6,4,294,4,medium,6,1112,0
C006188,ABDA001426,M,13-11-1983,17-05-2018,F,Ship,4,2,280,4,low,9,5288,1
C006484,ABDA001427,M,15-12-1966,17-05-2018,B,Ship,4,1,251,4,low,3,4433,0
C007186,ABDA001428,F,21-06-1992,17-05-2018,B,Ship,6,1,301,4,low,3,1200,1
C007960,ABDA001429,M,01-07-1965,17-05-2018,B,Flight,6,4,247,4,low,7,1831,0
C010607,ABDA001430,F,01-09-1970,17-05-2018,C,Ship,4,4,209,3,high,5,5979,0
C000498,ABDA001431,M,29-07-1975,18-05-2018,F,Ship,4,4,199,2,low,9,3075,1
C001819,ABDA001432,F,27-06-1969,18-05-2018,D,Ship,5,2,281,4,high,5,3357,1
C002578,ABDA001433,M,20-09-1989,18-05-2018,B,Road,3,1,175,2,low,42,1668,1
C003961,ABDA001434,M,05-10-1972,18-05-2018,D,Road,4,2,237,3,low,1,5114,0
C004700,ABDA001435,F,24-03-1987,18-05-2018,F,Ship,3,4,147,3,low,8,5525,0
C005010,ABDA001436,F,18-04-1965,18-05-2018,F,Ship,4,3,263,3,low,3,5253,0
C005100,ABDA001437,M,25-01-1980,18-05-2018,F,Ship,3,5,275,3,low,6,5148,0
C005342,ABDA001438,F,17-11-1984,18-05-2018,F,Flight,3,2,151,3,low,7,5154,1
C008641,ABDA001439,F,05-03-1988,18-05-2018,D,Flight,4,5,275,5,medium,8,1093,1
C009133,ABDA001440,F,21-02-1969,18-05-2018,D,Ship,4,5,251,5,medium,7,1381,0
C010092,ABDA001441,M,10-05-1974,18-05-2018,F,Ship,4,2,201,2,medium,6,5729,0
C010163,ABDA001442,M,03-02-1975,18-05-2018,C,Ship,4,1,162,6,low,1,5525,1
C010635,ABDA001443,F,19-08-1974,18-05-2018,A,Ship,3,1,241,3,low,10,4120,0
C000538,ABDA001444,F,19-05-1987,19-05-2018,B,Road,4,4,228,3,medium,12,3359,1
C001697,ABDA001445,F,27-07-1990,19-05-2018,C,Ship,4,3,246,3,medium,52,2440,1
C004259,ABDA001446,M,10-01-1966,19-05-2018,C,Flight,4,4,141,3,low,7,4683,0
C004445,ABDA001447,F,01-11-1990,19-05-2018,C,Ship,2,2,150,2,medium,9,4917,1
C005257,ABDA001448,F,12-07-1975,19-05-2018,D,Ship,6,5,292,4,low,10,1969,1
C005905,ABDA001449,F,16-01-1988,19-05-2018,D,Flight,5,4,202,3,low,3,4559,1
C006162,ABDA001450,M,04-12-1977,19-05-2018,F,Flight,4,1,241,3,medium,6,4558,0
C008354,ABDA001451,F,23-08-1993,19-05-2018,F,Flight,6,1,272,4,low,2,1018,0
C009158,ABDA001452,F,02-12-1992,19-05-2018,F,Road,6,4,287,4,medium,10,1811,1
C010053,ABDA001453,F,17-03-1994,19-05-2018,A,Ship,4,3,104,5,low,6,4617,1
C010534,ABDA001454,M,07-02-1977,19-05-2018,B,Road,3,2,188,3,medium,8,5709,0
C001042,ABDA001455,M,15-03-1983,20-05-2018,B,Ship,3,1,236,3,medium,28,3290,1
C002347,ABDA001456,F,20-12-1965,20-05-2018,D,Ship,3,2,273,3,low,12,2154,1
C002973,ABDA001457,M,26-08-1994,20-05-2018,A,Ship,3,4,228,2,medium,46,3306,1
C006331,ABDA001458,M,07-03-1967,20-05-2018,D,Ship,4,3,236,4,medium,1,5783,1
C006526,ABDA001459,M,08-02-1978,20-05-2018,B,Ship,4,4,177,6,low,6,5451,1
C007486,ABDA001460,F,21-02-1983,20-05-2018,B,Ship,6,2,219,5,low,9,1071,0
C008006,ABDA001461,F,06-11-1985,20-05-2018,F,Ship,6,3,247,4,low,6,1537,0
C008543,ABDA001462,F,27-04-1970,20-05-2018,C,Ship,4,5,144,8,medium,2,4956,1
C010461,ABDA001463,M,23-12-1992,20-05-2018,A,Ship,4,2,267,5,low,3,1933,1
C010851,ABDA001464,M,21-10-1991,20-05-2018,A,Ship,4,1,202,3,low,7,4788,0
C001346,ABDA001465,F,28-03-1980,21-05-2018,F,Road,3,5,264,2,medium,1,3947,1
C002135,ABDA001466,M,23-01-1967,21-05-2018,C,Ship,4,1,202,2,low,40,2327,1
C002351,ABDA001467,M,02-05-1982,21-05-2018,C,Ship,5,1,170,3,high,58,1651,1
C003440,ABDA001468,M,01-08-1980,21-05-2018,F,Flight,4,5,259,3,medium,10,4921,1
C003446,ABDA001469,M,22-03-1973,21-05-2018,F,Ship,3,1,252,2,low,4,5559,0
C003774,ABDA001470,F,19-02-1967,21-05-2018,F,Ship,3,3,172,6,medium,5,5366,1
C003930,ABDA001471,M,17-06-1972,21-05-2018,F,Ship,4,4,181,4,low,4,5767,0
C004567,ABDA001472,F,14-11-1975,21-05-2018,D,Ship,6,1,247,4,medium,10,1783,0
C006466,ABDA001473,F,25-10-1985,21-05-2018,B,Ship,4,1,253,4,low,1,5621,0
C006852,ABDA001474,M,05-12-1968,21-05-2018,F,Flight,4,1,173,3,high,1,5749,0
C008955,ABDA001475,M,25-09-1975,21-05-2018,A,Ship,3,2,271,5,low,5,4880,0
C009902,ABDA001476,F,22-12-1977,21-05-2018,F,Ship,3,5,214,2,medium,6,4578,0
C010082,ABDA001477,F,11-12-1982,21-05-2018,F,Ship,3,2,215,2,low,7,4305,0
C000997,ABDA001478,M,11-02-1984,22-05-2018,D,Ship,4,3,151,4,medium,13,1583,1
C001213,ABDA001479,M,25-09-1989,22-05-2018,D,Road,2,4,187,3,low,50,3878,1
C001329,ABDA001480,F,31-10-1979,22-05-2018,A,Ship,5,1,201,3,medium,65,2488,1
C002566,ABDA001481,M,08-06-1990,22-05-2018,B,Ship,3,2,198,3,low,15,3250,1
C002967,ABDA001482,F,14-01-1979,22-05-2018,A,Ship,4,1,222,4,medium,42,2762,1
C003075,ABDA001483,M,20-05-1970,22-05-2018,A,Ship,3,2,255,2,low,18,3732,1
C003174,ABDA001484,M,16-08-1969,22-05-2018,F,Ship,4,2,272,3,high,7,5927,0
C003424,ABDA001485,F,08-01-1967,22-05-2018,B,Flight,3,4,213,3,low,4,5481,1
